"Start","S0","K","Tt","Type","P"
2019-11-02,127.800003,131,2019-11-15,"put",3.6
2019-11-02,127.800003,135,2019-11-15,"put",19.55
2019-11-02,127.800003,140,2019-11-15,"put",16.35
2019-11-02,127.800003,145,2019-11-15,"put",30.42
2019-11-02,127.800003,165,2019-11-15,"put",37.95
2019-11-02,127.800003,80,2019-11-22,"call",39.8
2019-11-02,127.800003,100,2019-11-22,"call",16
2019-11-02,127.800003,102,2019-11-22,"call",11.95
2019-11-02,127.800003,103,2019-11-22,"call",12.35
2019-11-02,127.800003,105,2019-11-22,"call",10.85
2019-11-02,127.800003,109,2019-11-22,"call",7.6
2019-11-02,127.800003,112,2019-11-22,"call",12.79
2019-11-02,127.800003,113,2019-11-22,"call",11.65
2019-11-02,127.800003,114,2019-11-22,"call",12.7
2019-11-02,127.800003,115,2019-11-22,"call",9.9
2019-11-02,127.800003,116,2019-11-22,"call",12.05
2019-11-02,127.800003,117,2019-11-22,"call",9.65
2019-11-02,127.800003,118,2019-11-22,"call",10.2
2019-11-02,127.800003,119,2019-11-22,"call",6.04
2019-11-02,127.800003,120,2019-11-22,"call",7.51
2019-11-02,127.800003,121,2019-11-22,"call",6.6
2019-11-02,127.800003,122,2019-11-22,"call",6.31
2019-11-02,127.800003,123,2019-11-22,"call",5.62
2019-11-02,127.800003,124,2019-11-22,"call",4.55
2019-11-02,127.800003,125,2019-11-22,"call",3.95
2019-11-02,127.800003,126,2019-11-22,"call",3.16
2019-11-02,127.800003,127,2019-11-22,"call",2.54
2019-11-02,127.800003,128,2019-11-22,"call",1.94
2019-11-02,127.800003,129,2019-11-22,"call",1.45
2019-11-02,127.800003,130,2019-11-22,"call",1.02
2019-11-02,127.800003,131,2019-11-22,"call",0.72
2019-11-02,127.800003,132,2019-11-22,"call",0.49
2019-11-02,127.800003,133,2019-11-22,"call",0.28
2019-11-02,127.800003,134,2019-11-22,"call",0.18
2019-11-02,127.800003,135,2019-11-22,"call",0.05
2019-11-02,127.800003,90,2019-11-22,"put",0.05
2019-11-02,127.800003,95,2019-11-22,"put",0.03
2019-11-02,127.800003,100,2019-11-22,"put",0.15
2019-11-02,127.800003,101,2019-11-22,"put",1.1
2019-11-02,127.800003,102,2019-11-22,"put",0.2
2019-11-02,127.800003,103,2019-11-22,"put",0.08
2019-11-02,127.800003,104,2019-11-22,"put",0.01
2019-11-02,127.800003,105,2019-11-22,"put",0.03
2019-11-02,127.800003,106,2019-11-22,"put",0.13
2019-11-02,127.800003,107,2019-11-22,"put",0.4
2019-11-02,127.800003,108,2019-11-22,"put",0.07
2019-11-02,127.800003,109,2019-11-22,"put",0.07
2019-11-02,127.800003,110,2019-11-22,"put",0.08
2019-11-02,127.800003,111,2019-11-22,"put",0.12
2019-11-02,127.800003,112,2019-11-22,"put",0.41
2019-11-02,127.800003,113,2019-11-22,"put",0.21
2019-11-02,127.800003,114,2019-11-22,"put",0.27
2019-11-02,127.800003,115,2019-11-22,"put",0.28
2019-11-02,127.800003,116,2019-11-22,"put",0.34
2019-11-02,127.800003,117,2019-11-22,"put",0.4
2019-11-02,127.800003,118,2019-11-22,"put",0.24
2019-11-02,127.800003,119,2019-11-22,"put",0.25
2019-11-02,127.800003,120,2019-11-22,"put",0.32
2019-11-02,127.800003,121,2019-11-22,"put",0.4
2019-11-02,127.800003,122,2019-11-22,"put",0.5
2019-11-02,127.800003,123,2019-11-22,"put",0.6
2019-11-02,127.800003,124,2019-11-22,"put",0.76
2019-11-02,127.800003,125,2019-11-22,"put",0.96
2019-11-02,127.800003,126,2019-11-22,"put",1.24
2019-11-02,127.800003,127,2019-11-22,"put",1.57
2019-11-02,127.800003,128,2019-11-22,"put",1.99
2019-11-02,127.800003,130,2019-11-22,"put",6.01
2019-11-02,127.800003,131,2019-11-22,"put",4.3
2019-11-02,127.800003,132,2019-11-22,"put",4.6
2019-11-02,127.800003,133,2019-11-22,"put",5.37
2019-11-02,127.800003,100,2019-11-29,"call",28.35
2019-11-02,127.800003,105,2019-11-29,"call",13.45
2019-11-02,127.800003,110,2019-11-29,"call",14.85
2019-11-02,127.800003,111,2019-11-29,"call",10.27
2019-11-02,127.800003,112,2019-11-29,"call",9.21
2019-11-02,127.800003,113,2019-11-29,"call",11.55
2019-11-02,127.800003,114,2019-11-29,"call",8.25
2019-11-02,127.800003,115,2019-11-29,"call",12.84
2019-11-02,127.800003,116,2019-11-29,"call",11.02
2019-11-02,127.800003,117,2019-11-29,"call",11.05
2019-11-02,127.800003,118,2019-11-29,"call",10.04
2019-11-02,127.800003,119,2019-11-29,"call",9.15
2019-11-02,127.800003,120,2019-11-29,"call",8.28
2019-11-02,127.800003,121,2019-11-29,"call",5.8
2019-11-02,127.800003,122,2019-11-29,"call",6.63
2019-11-02,127.800003,123,2019-11-29,"call",5.55
2019-11-02,127.800003,124,2019-11-29,"call",4.87
2019-11-02,127.800003,125,2019-11-29,"call",4.21
2019-11-02,127.800003,126,2019-11-29,"call",3.5
2019-11-02,127.800003,127,2019-11-29,"call",2.79
2019-11-02,127.800003,128,2019-11-29,"call",2.24
2019-11-02,127.800003,129,2019-11-29,"call",1.71
2019-11-02,127.800003,130,2019-11-29,"call",1.25
2019-11-02,127.800003,131,2019-11-29,"call",0.94
2019-11-02,127.800003,132,2019-11-29,"call",0.58
2019-11-02,127.800003,133,2019-11-29,"call",0.46
2019-11-02,127.800003,134,2019-11-29,"call",0.3
2019-11-02,127.800003,135,2019-11-29,"call",0.12
2019-11-02,127.800003,136,2019-11-29,"call",0.14
2019-11-02,127.800003,90,2019-11-29,"put",0.03
2019-11-02,127.800003,95,2019-11-29,"put",0.04
2019-11-02,127.800003,100,2019-11-29,"put",0.12
2019-11-02,127.800003,101,2019-11-29,"put",0.23
2019-11-02,127.800003,102,2019-11-29,"put",0.21
2019-11-02,127.800003,103,2019-11-29,"put",0.06
2019-11-02,127.800003,104,2019-11-29,"put",0.12
2019-11-02,127.800003,105,2019-11-29,"put",0.33
2019-11-02,127.800003,106,2019-11-29,"put",0.17
2019-11-02,127.800003,107,2019-11-29,"put",0.11
2019-11-02,127.800003,108,2019-11-29,"put",0.19
2019-11-02,127.800003,109,2019-11-29,"put",0.22
2019-11-02,127.800003,110,2019-11-29,"put",0.09
2019-11-02,127.800003,111,2019-11-29,"put",0.12
2019-11-02,127.800003,112,2019-11-29,"put",0.24
2019-11-02,127.800003,113,2019-11-29,"put",0.19
2019-11-02,127.800003,114,2019-11-29,"put",0.23
2019-11-02,127.800003,115,2019-11-29,"put",0.2
2019-11-02,127.800003,116,2019-11-29,"put",0.21
2019-11-02,127.800003,117,2019-11-29,"put",0.33
2019-11-02,127.800003,118,2019-11-29,"put",0.3
2019-11-02,127.800003,119,2019-11-29,"put",0.39
2019-11-02,127.800003,120,2019-11-29,"put",0.44
2019-11-02,127.800003,121,2019-11-29,"put",0.58
2019-11-02,127.800003,122,2019-11-29,"put",0.64
2019-11-02,127.800003,123,2019-11-29,"put",0.8
2019-11-02,127.800003,124,2019-11-29,"put",0.97
2019-11-02,127.800003,125,2019-11-29,"put",1.18
2019-11-02,127.800003,126,2019-11-29,"put",1.48
2019-11-02,127.800003,127,2019-11-29,"put",1.8
2019-11-02,127.800003,128,2019-11-29,"put",2.21
2019-11-02,127.800003,129,2019-11-29,"put",2.68
2019-11-02,127.800003,130,2019-11-29,"put",4.35
2019-11-02,127.800003,131,2019-11-29,"put",5.6
2019-11-02,127.800003,135,2019-11-29,"put",14.8
2019-11-02,127.800003,113,2019-12-06,"call",14.38
2019-11-02,127.800003,115,2019-12-06,"call",11.51
2019-11-02,127.800003,117,2019-12-06,"call",10.75
2019-11-02,127.800003,119,2019-12-06,"call",6.4
2019-11-02,127.800003,120,2019-12-06,"call",7.6
2019-11-02,127.800003,121,2019-12-06,"call",4.88
2019-11-02,127.800003,122,2019-12-06,"call",6.84
2019-11-02,127.800003,123,2019-12-06,"call",6
2019-11-02,127.800003,124,2019-12-06,"call",4.4
2019-11-02,127.800003,125,2019-12-06,"call",4.15
2019-11-02,127.800003,126,2019-12-06,"call",3.42
2019-11-02,127.800003,127,2019-12-06,"call",3.15
2019-11-02,127.800003,128,2019-12-06,"call",2.53
2019-11-02,127.800003,129,2019-12-06,"call",2.01
2019-11-02,127.800003,130,2019-12-06,"call",1.57
2019-11-02,127.800003,131,2019-12-06,"call",1.18
2019-11-02,127.800003,132,2019-12-06,"call",0.81
2019-11-02,127.800003,133,2019-12-06,"call",0.5
2019-11-02,127.800003,134,2019-12-06,"call",0.41
2019-11-02,127.800003,135,2019-12-06,"call",0.1
2019-11-02,127.800003,136,2019-12-06,"call",0.21
2019-11-02,127.800003,137,2019-12-06,"call",0.07
2019-11-02,127.800003,140,2019-12-06,"call",0.06
2019-11-02,127.800003,105,2019-12-06,"put",0.11
2019-11-02,127.800003,113,2019-12-06,"put",0.2
2019-11-02,127.800003,115,2019-12-06,"put",0.3
2019-11-02,127.800003,116,2019-12-06,"put",0.33
2019-11-02,127.800003,117,2019-12-06,"put",0.38
2019-11-02,127.800003,118,2019-12-06,"put",0.85
2019-11-02,127.800003,119,2019-12-06,"put",0.98
2019-11-02,127.800003,120,2019-12-06,"put",0.59
2019-11-02,127.800003,121,2019-12-06,"put",0.71
2019-11-02,127.800003,122,2019-12-06,"put",1
2019-11-02,127.800003,123,2019-12-06,"put",1.02
2019-11-02,127.800003,124,2019-12-06,"put",1.43
2019-11-02,127.800003,125,2019-12-06,"put",1.5
2019-11-02,127.800003,126,2019-12-06,"put",1.75
2019-11-02,127.800003,127,2019-12-06,"put",2.15
2019-11-02,127.800003,128,2019-12-06,"put",2.5
2019-11-02,127.800003,129,2019-12-06,"put",3.32
2019-11-02,127.800003,130,2019-12-06,"put",3.95
2019-11-02,127.800003,131,2019-12-06,"put",6.75
2019-11-02,127.800003,132,2019-12-06,"put",4.95
2019-11-02,127.800003,114,2019-12-13,"call",11.26
2019-11-02,127.800003,125,2019-12-13,"call",4.37
2019-11-02,127.800003,126,2019-12-13,"call",2.2
2019-11-02,127.800003,127,2019-12-13,"call",3.09
2019-11-02,127.800003,128,2019-12-13,"call",2.67
2019-11-02,127.800003,129,2019-12-13,"call",1.85
2019-11-02,127.800003,130,2019-12-13,"call",1.59
2019-11-02,127.800003,131,2019-12-13,"call",1.5
2019-11-02,127.800003,132,2019-12-13,"call",1.07
2019-11-02,127.800003,65,2019-12-20,"call",48.7
2019-11-02,127.800003,70,2019-12-20,"call",43.73
2019-11-02,127.800003,75,2019-12-20,"call",38.35
2019-11-02,127.800003,80,2019-12-20,"call",32.4
2019-11-02,127.800003,85,2019-12-20,"call",41.72
2019-11-02,127.800003,90,2019-12-20,"call",23.25
2019-11-02,127.800003,95,2019-12-20,"call",32.4
2019-11-02,127.800003,100,2019-12-20,"call",28.07
2019-11-02,127.800003,105,2019-12-20,"call",20.04
2019-11-02,127.800003,110,2019-12-20,"call",18.4
2019-11-02,127.800003,115,2019-12-20,"call",13.65
2019-11-02,127.800003,120,2019-12-20,"call",9.15
2019-11-02,127.800003,125,2019-12-20,"call",5.15
2019-11-02,127.800003,130,2019-12-20,"call",2.22
2019-11-02,127.800003,135,2019-12-20,"call",0.71
2019-11-02,127.800003,140,2019-12-20,"call",0.17
2019-11-02,127.800003,145,2019-12-20,"call",0.04
2019-11-02,127.800003,150,2019-12-20,"call",0.02
2019-11-02,127.800003,155,2019-12-20,"call",0.08
2019-11-02,127.800003,160,2019-12-20,"call",0.03
2019-11-02,127.800003,65,2019-12-20,"put",0.01
2019-11-02,127.800003,70,2019-12-20,"put",0.01
2019-11-02,127.800003,75,2019-12-20,"put",0.01
2019-11-02,127.800003,80,2019-12-20,"put",0.02
2019-11-02,127.800003,85,2019-12-20,"put",0.04
2019-11-02,127.800003,90,2019-12-20,"put",0.02
2019-11-02,127.800003,95,2019-12-20,"put",0.08
2019-11-02,127.800003,100,2019-12-20,"put",0.12
2019-11-02,127.800003,105,2019-12-20,"put",0.21
2019-11-02,127.800003,110,2019-12-20,"put",0.31
2019-11-02,127.800003,115,2019-12-20,"put",0.53
2019-11-02,127.800003,120,2019-12-20,"put",1.02
2019-11-02,127.800003,125,2019-12-20,"put",2.04
2019-11-02,127.800003,130,2019-12-20,"put",4.15
2019-11-02,127.800003,135,2019-12-20,"put",7.59
2019-11-02,127.800003,140,2019-12-20,"put",12.15
2019-11-02,127.800003,145,2019-12-20,"put",27.1
2019-11-02,127.800003,150,2019-12-20,"put",41.63
2019-11-02,127.800003,160,2019-12-20,"put",42.05
2019-11-02,127.800003,50,2020-01-17,"call",63.7
2019-11-02,127.800003,55,2020-01-17,"call",57.87
2019-11-02,127.800003,60,2020-01-17,"call",59.41
2019-11-02,127.800003,65,2020-01-17,"call",47.73
2019-11-02,127.800003,70,2020-01-17,"call",54.92
2019-11-02,127.800003,75,2020-01-17,"call",52.1
2019-11-02,127.800003,80,2020-01-17,"call",47.2
2019-11-02,127.800003,85,2020-01-17,"call",43.11
2019-11-02,127.800003,90,2020-01-17,"call",35.1
2019-11-02,127.800003,92.5,2020-01-17,"call",35.55
2019-11-02,127.800003,95,2020-01-17,"call",30.05
2019-11-02,127.800003,97.5,2020-01-17,"call",27.38
2019-11-02,127.800003,100,2020-01-17,"call",24.85
2019-11-02,127.800003,105,2020-01-17,"call",22.8
2019-11-02,127.800003,110,2020-01-17,"call",18.65
2019-11-02,127.800003,115,2020-01-17,"call",13.98
2019-11-02,127.800003,120,2020-01-17,"call",9.72
2019-11-02,127.800003,125,2020-01-17,"call",5.94
2019-11-02,127.800003,130,2020-01-17,"call",3.06
2019-11-02,127.800003,135,2020-01-17,"call",1.32
2019-11-02,127.800003,140,2020-01-17,"call",0.46
2019-11-02,127.800003,145,2020-01-17,"call",0.13
2019-11-02,127.800003,150,2020-01-17,"call",0.05
2019-11-02,127.800003,155,2020-01-17,"call",0.02
2019-11-02,127.800003,160,2020-01-17,"call",0.02
2019-11-02,127.800003,165,2020-01-17,"call",0.01
2019-11-02,127.800003,170,2020-01-17,"call",0.01
2019-11-02,127.800003,175,2020-01-17,"call",0.01
2019-11-02,127.800003,50,2020-01-17,"put",0.01
2019-11-02,127.800003,55,2020-01-17,"put",0.01
2019-11-02,127.800003,60,2020-01-17,"put",0.02
2019-11-02,127.800003,65,2020-01-17,"put",0.01
2019-11-02,127.800003,70,2020-01-17,"put",0.04
2019-11-02,127.800003,75,2020-01-17,"put",0.06
2019-11-02,127.800003,80,2020-01-17,"put",0.06
2019-11-02,127.800003,85,2020-01-17,"put",0.09
2019-11-02,127.800003,90,2020-01-17,"put",0.14
2019-11-02,127.800003,92.5,2020-01-17,"put",0.23
2019-11-02,127.800003,95,2020-01-17,"put",0.2
2019-11-02,127.800003,97.5,2020-01-17,"put",0.27
2019-11-02,127.800003,100,2020-01-17,"put",0.3
2019-11-02,127.800003,105,2020-01-17,"put",0.47
2019-11-02,127.800003,110,2020-01-17,"put",0.7
2019-11-02,127.800003,115,2020-01-17,"put",1.15
2019-11-02,127.800003,120,2020-01-17,"put",1.97
2019-11-02,127.800003,125,2020-01-17,"put",3.3
2019-11-02,127.800003,130,2020-01-17,"put",5.55
2019-11-02,127.800003,135,2020-01-17,"put",9.3
2019-11-02,127.800003,140,2020-01-17,"put",13.11
2019-11-02,127.800003,145,2020-01-17,"put",21.15
2019-11-02,127.800003,150,2020-01-17,"put",25.95
2019-11-02,127.800003,155,2020-01-17,"put",31.15
2019-11-02,127.800003,160,2020-01-17,"put",44.48
2019-11-02,127.800003,165,2020-01-17,"put",45.55
2019-11-02,127.800003,170,2020-01-17,"put",46.9
2019-11-02,127.800003,175,2020-01-17,"put",57.75
2019-11-02,127.800003,55,2020-03-20,"call",59.89
2019-11-02,127.800003,60,2020-03-20,"call",56.3
2019-11-02,127.800003,65,2020-03-20,"call",48.71
2019-11-02,127.800003,70,2020-03-20,"call",45.12
2019-11-02,127.800003,75,2020-03-20,"call",32.7
2019-11-02,127.800003,80,2020-03-20,"call",35.97
2019-11-02,127.800003,85,2020-03-20,"call",28.66
2019-11-02,127.800003,90,2020-03-20,"call",37.77
2019-11-02,127.800003,95,2020-03-20,"call",27.56
2019-11-02,127.800003,100,2020-03-20,"call",28.4
2019-11-02,127.800003,105,2020-03-20,"call",21.85
2019-11-02,127.800003,110,2020-03-20,"call",19.5
2019-11-02,127.800003,115,2020-03-20,"call",15.18
2019-11-02,127.800003,120,2020-03-20,"call",11.35
2019-11-02,127.800003,125,2020-03-20,"call",7.85
2019-11-02,127.800003,130,2020-03-20,"call",5.05
2019-11-02,127.800003,135,2020-03-20,"call",3
2019-11-02,127.800003,140,2020-03-20,"call",1.6
2019-11-02,127.800003,145,2020-03-20,"call",0.79
2019-11-02,127.800003,150,2020-03-20,"call",0.4
2019-11-02,127.800003,155,2020-03-20,"call",0.23
2019-11-02,127.800003,160,2020-03-20,"call",0.13
2019-11-02,127.800003,55,2020-03-20,"put",0.02
2019-11-02,127.800003,60,2020-03-20,"put",0.07
2019-11-02,127.800003,65,2020-03-20,"put",0.1
2019-11-02,127.800003,70,2020-03-20,"put",0.14
2019-11-02,127.800003,75,2020-03-20,"put",0.16
2019-11-02,127.800003,80,2020-03-20,"put",0.25
2019-11-02,127.800003,85,2020-03-20,"put",0.53
2019-11-02,127.800003,90,2020-03-20,"put",0.44
2019-11-02,127.800003,95,2020-03-20,"put",0.62
2019-11-02,127.800003,100,2020-03-20,"put",0.83
2019-11-02,127.800003,105,2020-03-20,"put",1.19
2019-11-02,127.800003,110,2020-03-20,"put",1.68
2019-11-02,127.800003,115,2020-03-20,"put",2.4
2019-11-02,127.800003,120,2020-03-20,"put",3.55
2019-11-02,127.800003,125,2020-03-20,"put",5.1
2019-11-02,127.800003,130,2020-03-20,"put",7.3
2019-11-02,127.800003,135,2020-03-20,"put",10.6
2019-11-02,127.800003,140,2020-03-20,"put",16.9
2019-11-02,127.800003,145,2020-03-20,"put",18.24
2019-11-02,127.800003,150,2020-03-20,"put",22.85
2019-11-02,127.800003,160,2020-03-20,"put",41.75
2019-11-02,127.800003,50,2020-06-19,"call",64.72
2019-11-02,127.800003,55,2020-06-19,"call",58.55
2019-11-02,127.800003,60,2020-06-19,"call",65
2019-11-02,127.800003,65,2020-06-19,"call",50.09
2019-11-02,127.800003,70,2020-06-19,"call",45.09
2019-11-02,127.800003,75,2020-06-19,"call",45
2019-11-02,127.800003,80,2020-06-19,"call",48
2019-11-02,127.800003,85,2020-06-19,"call",42.06
2019-11-02,127.800003,90,2020-06-19,"call",38
2019-11-02,127.800003,95,2020-06-19,"call",30.5
2019-11-02,127.800003,97.5,2020-06-19,"call",29.81
2019-11-02,127.800003,100,2020-06-19,"call",29.3
2019-11-02,127.800003,105,2020-06-19,"call",21.86
2019-11-02,127.800003,110,2020-06-19,"call",20.34
2019-11-02,127.800003,115,2020-06-19,"call",16.65
2019-11-02,127.800003,120,2020-06-19,"call",13.06
2019-11-02,127.800003,125,2020-06-19,"call",9.93
2019-11-02,127.800003,130,2020-06-19,"call",7.2
2019-11-02,127.800003,135,2020-06-19,"call",4.97
2019-11-02,127.800003,140,2020-06-19,"call",3.29
2019-11-02,127.800003,145,2020-06-19,"call",2.02
2019-11-02,127.800003,150,2020-06-19,"call",1.13
2019-11-02,127.800003,155,2020-06-19,"call",0.74
2019-11-02,127.800003,160,2020-06-19,"call",0.44
2019-11-02,127.800003,165,2020-06-19,"call",0.23
2019-11-02,127.800003,170,2020-06-19,"call",0.79
2019-11-02,127.800003,175,2020-06-19,"call",0.04
2019-11-02,127.800003,50,2020-06-19,"put",0.07
2019-11-02,127.800003,55,2020-06-19,"put",0.09
2019-11-02,127.800003,60,2020-06-19,"put",0.25
2019-11-02,127.800003,65,2020-06-19,"put",0.22
2019-11-02,127.800003,70,2020-06-19,"put",0.3
2019-11-02,127.800003,75,2020-06-19,"put",1.12
2019-11-02,127.800003,80,2020-06-19,"put",0.59
2019-11-02,127.800003,85,2020-06-19,"put",0.73
2019-11-02,127.800003,90,2020-06-19,"put",0.96
2019-11-02,127.800003,95,2020-06-19,"put",1.24
2019-11-02,127.800003,97.5,2020-06-19,"put",1.5
2019-11-02,127.800003,100,2020-06-19,"put",1.72
2019-11-02,127.800003,105,2020-06-19,"put",2.35
2019-11-02,127.800003,110,2020-06-19,"put",3.14
