"Start","S0","K","Tt","Type","P"
2019-11-02,55.82,46.5,2019-11-08,"put",0.08
2019-11-02,55.82,47,2019-11-08,"put",0.08
2019-11-02,55.82,47.5,2019-11-08,"put",0.13
2019-11-02,55.82,48,2019-11-08,"put",0.17
2019-11-02,55.82,48.5,2019-11-08,"put",0.19
2019-11-02,55.82,49,2019-11-08,"put",0.19
2019-11-02,55.82,49.5,2019-11-08,"put",1.48
2019-11-02,55.82,50,2019-11-08,"put",0.41
2019-11-02,55.82,50.5,2019-11-08,"put",0.48
2019-11-02,55.82,51,2019-11-08,"put",0.57
2019-11-02,55.82,51.5,2019-11-08,"put",0.64
2019-11-02,55.82,52,2019-11-08,"put",0.77
2019-11-02,55.82,52.5,2019-11-08,"put",0.8
2019-11-02,55.82,53,2019-11-08,"put",1.08
2019-11-02,55.82,53.5,2019-11-08,"put",1.23
2019-11-02,55.82,54,2019-11-08,"put",1.38
2019-11-02,55.82,54.5,2019-11-08,"put",1.59
2019-11-02,55.82,55,2019-11-08,"put",1.77
2019-11-02,55.82,55.5,2019-11-08,"put",2.02
2019-11-02,55.82,56,2019-11-08,"put",2.3
2019-11-02,55.82,56.5,2019-11-08,"put",2.56
2019-11-02,55.82,57,2019-11-08,"put",2.85
2019-11-02,55.82,57.5,2019-11-08,"put",2.93
2019-11-02,55.82,58,2019-11-08,"put",3.2
2019-11-02,55.82,58.5,2019-11-08,"put",3.1
2019-11-02,55.82,59,2019-11-08,"put",3.6
2019-11-02,55.82,59.5,2019-11-08,"put",4.9
2019-11-02,55.82,60,2019-11-08,"put",4.95
2019-11-02,55.82,60.5,2019-11-08,"put",5.05
2019-11-02,55.82,61,2019-11-08,"put",6.8
2019-11-02,55.82,61.5,2019-11-08,"put",6.95
2019-11-02,55.82,62.5,2019-11-08,"put",7.8
2019-11-02,55.82,25,2019-11-15,"call",26
2019-11-02,55.82,27.5,2019-11-15,"call",20.95
2019-11-02,55.82,30,2019-11-15,"call",25.9
2019-11-02,55.82,32.5,2019-11-15,"call",13.85
2019-11-02,55.82,35,2019-11-15,"call",19.55
2019-11-02,55.82,37.5,2019-11-15,"call",18.2
2019-11-02,55.82,40,2019-11-15,"call",15.55
2019-11-02,55.82,42.5,2019-11-15,"call",13.35
2019-11-02,55.82,45,2019-11-15,"call",10.85
2019-11-02,55.82,47.5,2019-11-15,"call",8.7
2019-11-02,55.82,48,2019-11-15,"call",7.9
2019-11-02,55.82,48.5,2019-11-15,"call",8
2019-11-02,55.82,49,2019-11-15,"call",6.9
2019-11-02,55.82,49.5,2019-11-15,"call",6.6
2019-11-02,55.82,50,2019-11-15,"call",6.2
2019-11-02,55.82,50.5,2019-11-15,"call",6.3
2019-11-02,55.82,51,2019-11-15,"call",5.15
2019-11-02,55.82,51.5,2019-11-15,"call",4.99
2019-11-02,55.82,52,2019-11-15,"call",5.12
2019-11-02,55.82,52.5,2019-11-15,"call",4.35
2019-11-02,55.82,53,2019-11-15,"call",4.05
2019-11-02,55.82,53.5,2019-11-15,"call",4.15
2019-11-02,55.82,54,2019-11-15,"call",3.4
2019-11-02,55.82,54.5,2019-11-15,"call",2.94
2019-11-02,55.82,55,2019-11-15,"call",2.8
2019-11-02,55.82,55.5,2019-11-15,"call",2.36
2019-11-02,55.82,56,2019-11-15,"call",2.31
2019-11-02,55.82,56.5,2019-11-15,"call",2.06
2019-11-02,55.82,57,2019-11-15,"call",1.75
2019-11-02,55.82,57.5,2019-11-15,"call",1.63
2019-11-02,55.82,58,2019-11-15,"call",1.36
2019-11-02,55.82,58.5,2019-11-15,"call",1.19
2019-11-02,55.82,59,2019-11-15,"call",1.14
2019-11-02,55.82,59.5,2019-11-15,"call",1.01
2019-11-02,55.82,60,2019-11-15,"call",0.89
2019-11-02,55.82,60.5,2019-11-15,"call",0.75
2019-11-02,55.82,61,2019-11-15,"call",0.71
2019-11-02,55.82,62,2019-11-15,"call",0.49
2019-11-02,55.82,62.5,2019-11-15,"call",0.44
2019-11-02,55.82,63,2019-11-15,"call",0.38
2019-11-02,55.82,64,2019-11-15,"call",0.28
2019-11-02,55.82,65,2019-11-15,"call",0.22
2019-11-02,55.82,70,2019-11-15,"call",0.07
2019-11-02,55.82,25,2019-11-15,"put",0.06
2019-11-02,55.82,27.5,2019-11-15,"put",0.06
2019-11-02,55.82,30,2019-11-15,"put",0.07
2019-11-02,55.82,32.5,2019-11-15,"put",0.04
2019-11-02,55.82,35,2019-11-15,"put",0.01
2019-11-02,55.82,37.5,2019-11-15,"put",0.03
2019-11-02,55.82,40,2019-11-15,"put",0.02
2019-11-02,55.82,42.5,2019-11-15,"put",0.05
2019-11-02,55.82,45,2019-11-15,"put",0.09
2019-11-02,55.82,46,2019-11-15,"put",0.11
2019-11-02,55.82,47,2019-11-15,"put",0.18
2019-11-02,55.82,47.5,2019-11-15,"put",0.18
2019-11-02,55.82,48,2019-11-15,"put",0.24
2019-11-02,55.82,48.5,2019-11-15,"put",0.52
2019-11-02,55.82,49,2019-11-15,"put",0.28
2019-11-02,55.82,49.5,2019-11-15,"put",0.45
2019-11-02,55.82,50,2019-11-15,"put",0.54
2019-11-02,55.82,50.5,2019-11-15,"put",0.59
2019-11-02,55.82,51,2019-11-15,"put",0.72
2019-11-02,55.82,51.5,2019-11-15,"put",0.7
2019-11-02,55.82,52,2019-11-15,"put",1.02
2019-11-02,55.82,52.5,2019-11-15,"put",1.08
2019-11-02,55.82,53,2019-11-15,"put",1.16
2019-11-02,55.82,53.5,2019-11-15,"put",1.41
2019-11-02,55.82,54,2019-11-15,"put",1.29
2019-11-02,55.82,54.5,2019-11-15,"put",1.61
2019-11-02,55.82,55,2019-11-15,"put",2.03
2019-11-02,55.82,55.5,2019-11-15,"put",2.3
2019-11-02,55.82,56,2019-11-15,"put",2.51
2019-11-02,55.82,56.5,2019-11-15,"put",2.5
2019-11-02,55.82,57,2019-11-15,"put",3.16
2019-11-02,55.82,57.5,2019-11-15,"put",3.03
2019-11-02,55.82,58,2019-11-15,"put",3.6
2019-11-02,55.82,58.5,2019-11-15,"put",4.1
2019-11-02,55.82,59,2019-11-15,"put",4.7
2019-11-02,55.82,59.5,2019-11-15,"put",4.8
2019-11-02,55.82,60,2019-11-15,"put",4.8
2019-11-02,55.82,60.5,2019-11-15,"put",5.6
2019-11-02,55.82,61,2019-11-15,"put",6.5
2019-11-02,55.82,62,2019-11-15,"put",6.85
2019-11-02,55.82,62.5,2019-11-15,"put",7.95
2019-11-02,55.82,63,2019-11-15,"put",7.55
2019-11-02,55.82,65,2019-11-15,"put",10.65
2019-11-02,55.82,70,2019-11-15,"put",15.2
2019-11-02,55.82,40,2019-11-22,"call",15.4
2019-11-02,55.82,45.5,2019-11-22,"call",10.5
2019-11-02,55.82,46.5,2019-11-22,"call",8.45
2019-11-02,55.82,47.5,2019-11-22,"call",9.5
2019-11-02,55.82,48,2019-11-22,"call",7.45
2019-11-02,55.82,48.5,2019-11-22,"call",8.3
2019-11-02,55.82,49,2019-11-22,"call",7.4
2019-11-02,55.82,49.5,2019-11-22,"call",6.75
2019-11-02,55.82,50,2019-11-22,"call",6.95
2019-11-02,55.82,50.5,2019-11-22,"call",6.2
2019-11-02,55.82,51,2019-11-22,"call",5.2
2019-11-02,55.82,51.5,2019-11-22,"call",5.53
2019-11-02,55.82,52,2019-11-22,"call",5.4
2019-11-02,55.82,52.5,2019-11-22,"call",4.1
2019-11-02,55.82,53,2019-11-22,"call",4.9
2019-11-02,55.82,53.5,2019-11-22,"call",3.45
2019-11-02,55.82,54,2019-11-22,"call",3.85
2019-11-02,55.82,54.5,2019-11-22,"call",3.85
2019-11-02,55.82,55,2019-11-22,"call",3.57
2019-11-02,55.82,55.5,2019-11-22,"call",2.74
2019-11-02,55.82,56,2019-11-22,"call",2.44
2019-11-02,55.82,56.5,2019-11-22,"call",2.25
2019-11-02,55.82,57,2019-11-22,"call",2.2
2019-11-02,55.82,57.5,2019-11-22,"call",1.81
2019-11-02,55.82,58,2019-11-22,"call",1.6
2019-11-02,55.82,58.5,2019-11-22,"call",1.6
2019-11-02,55.82,59.5,2019-11-22,"call",1.09
2019-11-02,55.82,60,2019-11-22,"call",1.08
2019-11-02,55.82,60.5,2019-11-22,"call",0.95
2019-11-02,55.82,61.5,2019-11-22,"call",0.75
2019-11-02,55.82,62,2019-11-22,"call",0.58
2019-11-02,55.82,62.5,2019-11-22,"call",0.6
2019-11-02,55.82,65,2019-11-22,"call",0.28
2019-11-02,55.82,70,2019-11-22,"call",0.09
2019-11-02,55.82,40,2019-11-22,"put",0.07
2019-11-02,55.82,45,2019-11-22,"put",0.11
2019-11-02,55.82,46,2019-11-22,"put",0.5
2019-11-02,55.82,46.5,2019-11-22,"put",1.12
2019-11-02,55.82,47,2019-11-22,"put",0.36
2019-11-02,55.82,47.5,2019-11-22,"put",0.47
2019-11-02,55.82,48,2019-11-22,"put",0.5
2019-11-02,55.82,48.5,2019-11-22,"put",0.53
2019-11-02,55.82,49,2019-11-22,"put",0.59
2019-11-02,55.82,49.5,2019-11-22,"put",0.49
2019-11-02,55.82,50,2019-11-22,"put",0.64
2019-11-02,55.82,50.5,2019-11-22,"put",0.69
2019-11-02,55.82,51,2019-11-22,"put",0.85
2019-11-02,55.82,51.5,2019-11-22,"put",0.91
2019-11-02,55.82,52,2019-11-22,"put",0.96
2019-11-02,55.82,52.5,2019-11-22,"put",1.14
2019-11-02,55.82,53,2019-11-22,"put",1.36
2019-11-02,55.82,53.5,2019-11-22,"put",1.48
2019-11-02,55.82,54,2019-11-22,"put",1.71
2019-11-02,55.82,54.5,2019-11-22,"put",1.94
2019-11-02,55.82,55,2019-11-22,"put",1.6
2019-11-02,55.82,55.5,2019-11-22,"put",2.18
2019-11-02,55.82,56,2019-11-22,"put",2.46
2019-11-02,55.82,56.5,2019-11-22,"put",2.46
2019-11-02,55.82,57,2019-11-22,"put",4.15
2019-11-02,55.82,57.5,2019-11-22,"put",3.45
2019-11-02,55.82,58,2019-11-22,"put",4.13
2019-11-02,55.82,60,2019-11-22,"put",4.29
2019-11-02,55.82,45,2019-11-29,"call",10.1
2019-11-02,55.82,46.5,2019-11-29,"call",8.05
2019-11-02,55.82,48.5,2019-11-29,"call",8.05
2019-11-02,55.82,50,2019-11-29,"call",7.3
2019-11-02,55.82,51,2019-11-29,"call",4.6
2019-11-02,55.82,51.5,2019-11-29,"call",5.55
2019-11-02,55.82,52,2019-11-29,"call",4.7
2019-11-02,55.82,52.5,2019-11-29,"call",4.7
2019-11-02,55.82,53,2019-11-29,"call",4.35
2019-11-02,55.82,53.5,2019-11-29,"call",3.4
2019-11-02,55.82,54,2019-11-29,"call",3.62
2019-11-02,55.82,54.5,2019-11-29,"call",3.55
2019-11-02,55.82,55,2019-11-29,"call",3.05
2019-11-02,55.82,55.5,2019-11-29,"call",3.15
2019-11-02,55.82,56,2019-11-29,"call",2.83
2019-11-02,55.82,56.5,2019-11-29,"call",2.35
2019-11-02,55.82,57,2019-11-29,"call",2.1
2019-11-02,55.82,57.5,2019-11-29,"call",2.52
2019-11-02,55.82,58,2019-11-29,"call",1.8
2019-11-02,55.82,58.5,2019-11-29,"call",1.75
2019-11-02,55.82,59,2019-11-29,"call",1.5
2019-11-02,55.82,59.5,2019-11-29,"call",1.77
2019-11-02,55.82,60,2019-11-29,"call",1.13
2019-11-02,55.82,60.5,2019-11-29,"call",1.01
2019-11-02,55.82,61.5,2019-11-29,"call",0.86
2019-11-02,55.82,62,2019-11-29,"call",0.55
2019-11-02,55.82,62.5,2019-11-29,"call",0.71
2019-11-02,55.82,65,2019-11-29,"call",0.4
2019-11-02,55.82,70,2019-11-29,"call",0.09
2019-11-02,55.82,40,2019-11-29,"put",0.11
2019-11-02,55.82,45,2019-11-29,"put",0.16
2019-11-02,55.82,46.5,2019-11-29,"put",0.47
2019-11-02,55.82,47,2019-11-29,"put",0.3
2019-11-02,55.82,47.5,2019-11-29,"put",0.44
2019-11-02,55.82,48,2019-11-29,"put",0.35
2019-11-02,55.82,49,2019-11-29,"put",0.5
2019-11-02,55.82,49.5,2019-11-29,"put",0.78
2019-11-02,55.82,50,2019-11-29,"put",0.64
2019-11-02,55.82,50.5,2019-11-29,"put",0.83
2019-11-02,55.82,51,2019-11-29,"put",0.76
2019-11-02,55.82,51.5,2019-11-29,"put",0.9
2019-11-02,55.82,52,2019-11-29,"put",1.13
2019-11-02,55.82,52.5,2019-11-29,"put",1.21
2019-11-02,55.82,53,2019-11-29,"put",1.2
2019-11-02,55.82,53.5,2019-11-29,"put",1.55
2019-11-02,55.82,54,2019-11-29,"put",1.5
2019-11-02,55.82,54.5,2019-11-29,"put",1.99
2019-11-02,55.82,55,2019-11-29,"put",2.08
2019-11-02,55.82,55.5,2019-11-29,"put",2.55
2019-11-02,55.82,56,2019-11-29,"put",2.4
2019-11-02,55.82,57.5,2019-11-29,"put",3.93
2019-11-02,55.82,58,2019-11-29,"put",4.25
2019-11-02,55.82,58.5,2019-11-29,"put",4.7
2019-11-02,55.82,59,2019-11-29,"put",5.81
2019-11-02,55.82,59.5,2019-11-29,"put",4.7
2019-11-02,55.82,61.5,2019-11-29,"put",7.1
2019-11-02,55.82,48.5,2019-12-06,"call",6.68
2019-11-02,55.82,49,2019-12-06,"call",6.26
2019-11-02,55.82,50,2019-12-06,"call",6.75
2019-11-02,55.82,51.5,2019-12-06,"call",5.2
2019-11-02,55.82,52.5,2019-12-06,"call",4.79
2019-11-02,55.82,53.5,2019-12-06,"call",3.5
2019-11-02,55.82,54,2019-12-06,"call",3.75
2019-11-02,55.82,54.5,2019-12-06,"call",3.7
2019-11-02,55.82,55,2019-12-06,"call",3.25
2019-11-02,55.82,55.5,2019-12-06,"call",3.25
2019-11-02,55.82,56,2019-12-06,"call",2.83
2019-11-02,55.82,56.5,2019-12-06,"call",2.58
2019-11-02,55.82,57,2019-12-06,"call",2.55
2019-11-02,55.82,57.5,2019-12-06,"call",2.71
2019-11-02,55.82,58,2019-12-06,"call",2
2019-11-02,55.82,58.5,2019-12-06,"call",1.56
2019-11-02,55.82,59,2019-12-06,"call",1.62
2019-11-02,55.82,59.5,2019-12-06,"call",1.32
2019-11-02,55.82,60,2019-12-06,"call",1.49
2019-11-02,55.82,60.5,2019-12-06,"call",1.19
2019-11-02,55.82,61,2019-12-06,"call",1.1
2019-11-02,55.82,62,2019-12-06,"call",0.8
2019-11-02,55.82,65,2019-12-06,"call",0.46
2019-11-02,55.82,70,2019-12-06,"call",0.1
2019-11-02,55.82,45,2019-12-06,"put",0.28
2019-11-02,55.82,48,2019-12-06,"put",0.45
2019-11-02,55.82,50,2019-12-06,"put",0.86
2019-11-02,55.82,51,2019-12-06,"put",1
2019-11-02,55.82,51.5,2019-12-06,"put",1.32
2019-11-02,55.82,52,2019-12-06,"put",1.82
2019-11-02,55.82,52.5,2019-12-06,"put",1.52
2019-11-02,55.82,54.5,2019-12-06,"put",2.12
2019-11-02,55.82,56.5,2019-12-06,"put",3.75
2019-11-02,55.82,55.5,2019-12-13,"call",3.15
2019-11-02,55.82,60,2019-12-13,"call",1.5
2019-11-02,55.82,52,2019-12-13,"put",1.31
2019-11-02,55.82,45,2019-12-20,"call",11.65
2019-11-02,55.82,47.5,2019-12-20,"call",9.55
2019-11-02,55.82,50,2019-12-20,"call",7.9
2019-11-02,55.82,52.5,2019-12-20,"call",5.25
2019-11-02,55.82,55,2019-12-20,"call",3.55
2019-11-02,55.82,57.5,2019-12-20,"call",2.4
2019-11-02,55.82,60,2019-12-20,"call",1.57
2019-11-02,55.82,62.5,2019-12-20,"call",1
2019-11-02,55.82,65,2019-12-20,"call",0.58
2019-11-02,55.82,70,2019-12-20,"call",0.21
2019-11-02,55.82,75,2019-12-20,"call",0.15
2019-11-02,55.82,45,2019-12-20,"put",0.53
2019-11-02,55.82,47.5,2019-12-20,"put",0.56
2019-11-02,55.82,50,2019-12-20,"put",0.97
2019-11-02,55.82,52.5,2019-12-20,"put",1.46
2019-11-02,55.82,55,2019-12-20,"put",2.77
2019-11-02,55.82,57.5,2019-12-20,"put",4.1
2019-11-02,55.82,60,2019-12-20,"put",6.5
2019-11-02,55.82,65,2019-12-20,"put",8.91
2019-11-02,55.82,70,2019-12-20,"put",14.44
