"Start","S0","K","Tt","Type","P"
2019-11-02,286.809998,277.5,2019-11-08,"put",1.61
2019-11-02,286.809998,280,2019-11-08,"put",2.25
2019-11-02,286.809998,282.5,2019-11-08,"put",3.05
2019-11-02,286.809998,285,2019-11-08,"put",3.83
2019-11-02,286.809998,287.5,2019-11-08,"put",4.9
2019-11-02,286.809998,290,2019-11-08,"put",6.43
2019-11-02,286.809998,292.5,2019-11-08,"put",8.3
2019-11-02,286.809998,295,2019-11-08,"put",10.13
2019-11-02,286.809998,297.5,2019-11-08,"put",12.05
2019-11-02,286.809998,300,2019-11-08,"put",14.1
2019-11-02,286.809998,302.5,2019-11-08,"put",16.7
2019-11-02,286.809998,305,2019-11-08,"put",20.6
2019-11-02,286.809998,307.5,2019-11-08,"put",18.98
2019-11-02,286.809998,310,2019-11-08,"put",18.65
2019-11-02,286.809998,312.5,2019-11-08,"put",26.7
2019-11-02,286.809998,315,2019-11-08,"put",28.05
2019-11-02,286.809998,317.5,2019-11-08,"put",30.35
2019-11-02,286.809998,320,2019-11-08,"put",29.5
2019-11-02,286.809998,322.5,2019-11-08,"put",36.1
2019-11-02,286.809998,325,2019-11-08,"put",40.95
2019-11-02,286.809998,330,2019-11-08,"put",46.5
2019-11-02,286.809998,335,2019-11-08,"put",63.87
2019-11-02,286.809998,340,2019-11-08,"put",55.92
2019-11-02,286.809998,365,2019-11-08,"put",99.65
2019-11-02,286.809998,375,2019-11-08,"put",100.2
2019-11-02,286.809998,135,2019-11-15,"call",157.2
2019-11-02,286.809998,140,2019-11-15,"call",144.3
2019-11-02,286.809998,150,2019-11-15,"call",125.7
2019-11-02,286.809998,155,2019-11-15,"call",107
2019-11-02,286.809998,160,2019-11-15,"call",129.2
2019-11-02,286.809998,165,2019-11-15,"call",119.75
2019-11-02,286.809998,175,2019-11-15,"call",116.75
2019-11-02,286.809998,185,2019-11-15,"call",107.1
2019-11-02,286.809998,190,2019-11-15,"call",108.65
2019-11-02,286.809998,200,2019-11-15,"call",86.97
2019-11-02,286.809998,205,2019-11-15,"call",60.55
2019-11-02,286.809998,210,2019-11-15,"call",81.7
2019-11-02,286.809998,215,2019-11-15,"call",70.33
2019-11-02,286.809998,220,2019-11-15,"call",67.34
2019-11-02,286.809998,225,2019-11-15,"call",49.85
2019-11-02,286.809998,230,2019-11-15,"call",56.85
2019-11-02,286.809998,235,2019-11-15,"call",33.9
2019-11-02,286.809998,240,2019-11-15,"call",45.3
2019-11-02,286.809998,245,2019-11-15,"call",33.42
2019-11-02,286.809998,250,2019-11-15,"call",37.27
2019-11-02,286.809998,255,2019-11-15,"call",32.84
2019-11-02,286.809998,257.5,2019-11-15,"call",27.9
2019-11-02,286.809998,260,2019-11-15,"call",27.62
2019-11-02,286.809998,262.5,2019-11-15,"call",30.74
2019-11-02,286.809998,265,2019-11-15,"call",22.8
2019-11-02,286.809998,267.5,2019-11-15,"call",20.7
2019-11-02,286.809998,270,2019-11-15,"call",18.4
2019-11-02,286.809998,272.5,2019-11-15,"call",16.31
2019-11-02,286.809998,275,2019-11-15,"call",14.07
2019-11-02,286.809998,277.5,2019-11-15,"call",12.6
2019-11-02,286.809998,280,2019-11-15,"call",10.6
2019-11-02,286.809998,282.5,2019-11-15,"call",9.2
2019-11-02,286.809998,285,2019-11-15,"call",7.5
2019-11-02,286.809998,287.5,2019-11-15,"call",6.17
2019-11-02,286.809998,290,2019-11-15,"call",5.3
2019-11-02,286.809998,292.5,2019-11-15,"call",4.2
2019-11-02,286.809998,295,2019-11-15,"call",3.1
2019-11-02,286.809998,297.5,2019-11-15,"call",2.53
2019-11-02,286.809998,300,2019-11-15,"call",1.93
2019-11-02,286.809998,302.5,2019-11-15,"call",1.62
2019-11-02,286.809998,305,2019-11-15,"call",1.16
2019-11-02,286.809998,310,2019-11-15,"call",0.71
2019-11-02,286.809998,315,2019-11-15,"call",0.43
2019-11-02,286.809998,320,2019-11-15,"call",0.27
2019-11-02,286.809998,325,2019-11-15,"call",0.19
2019-11-02,286.809998,330,2019-11-15,"call",0.11
2019-11-02,286.809998,335,2019-11-15,"call",0.09
2019-11-02,286.809998,340,2019-11-15,"call",0.1
2019-11-02,286.809998,345,2019-11-15,"call",0.06
2019-11-02,286.809998,350,2019-11-15,"call",0.05
2019-11-02,286.809998,355,2019-11-15,"call",0.08
2019-11-02,286.809998,360,2019-11-15,"call",0.06
2019-11-02,286.809998,365,2019-11-15,"call",0.01
2019-11-02,286.809998,370,2019-11-15,"call",0.03
2019-11-02,286.809998,375,2019-11-15,"call",0.03
2019-11-02,286.809998,380,2019-11-15,"call",0.02
2019-11-02,286.809998,385,2019-11-15,"call",0.01
2019-11-02,286.809998,390,2019-11-15,"call",0.02
2019-11-02,286.809998,395,2019-11-15,"call",0.01
2019-11-02,286.809998,400,2019-11-15,"call",0.02
2019-11-02,286.809998,405,2019-11-15,"call",0.04
2019-11-02,286.809998,410,2019-11-15,"call",0.04
2019-11-02,286.809998,415,2019-11-15,"call",0.01
2019-11-02,286.809998,420,2019-11-15,"call",0.01
2019-11-02,286.809998,425,2019-11-15,"call",0.12
2019-11-02,286.809998,430,2019-11-15,"call",0.05
2019-11-02,286.809998,435,2019-11-15,"call",0.16
2019-11-02,286.809998,440,2019-11-15,"call",0.14
2019-11-02,286.809998,445,2019-11-15,"call",0.06
2019-11-02,286.809998,450,2019-11-15,"call",0.05
2019-11-02,286.809998,460,2019-11-15,"call",0.01
2019-11-02,286.809998,470,2019-11-15,"call",0.03
2019-11-02,286.809998,125,2019-11-15,"put",0.01
2019-11-02,286.809998,130,2019-11-15,"put",0.02
2019-11-02,286.809998,135,2019-11-15,"put",0.02
2019-11-02,286.809998,140,2019-11-15,"put",0.02
2019-11-02,286.809998,145,2019-11-15,"put",0.04
2019-11-02,286.809998,150,2019-11-15,"put",0.03
2019-11-02,286.809998,155,2019-11-15,"put",0.05
2019-11-02,286.809998,160,2019-11-15,"put",0.01
2019-11-02,286.809998,165,2019-11-15,"put",0.05
2019-11-02,286.809998,170,2019-11-15,"put",0.04
2019-11-02,286.809998,175,2019-11-15,"put",0.04
2019-11-02,286.809998,180,2019-11-15,"put",0.08
2019-11-02,286.809998,185,2019-11-15,"put",0.06
2019-11-02,286.809998,190,2019-11-15,"put",0.05
2019-11-02,286.809998,195,2019-11-15,"put",0.06
2019-11-02,286.809998,200,2019-11-15,"put",0.08
2019-11-02,286.809998,205,2019-11-15,"put",0.09
2019-11-02,286.809998,210,2019-11-15,"put",0.13
2019-11-02,286.809998,215,2019-11-15,"put",0.13
2019-11-02,286.809998,220,2019-11-15,"put",0.14
2019-11-02,286.809998,225,2019-11-15,"put",0.19
2019-11-02,286.809998,230,2019-11-15,"put",0.21
2019-11-02,286.809998,235,2019-11-15,"put",0.28
2019-11-02,286.809998,240,2019-11-15,"put",0.3
2019-11-02,286.809998,245,2019-11-15,"put",0.38
2019-11-02,286.809998,250,2019-11-15,"put",0.46
2019-11-02,286.809998,255,2019-11-15,"put",0.57
2019-11-02,286.809998,257.5,2019-11-15,"put",0.7
2019-11-02,286.809998,260,2019-11-15,"put",0.78
2019-11-02,286.809998,262.5,2019-11-15,"put",1.09
2019-11-02,286.809998,265,2019-11-15,"put",1.1
2019-11-02,286.809998,267.5,2019-11-15,"put",1.37
2019-11-02,286.809998,270,2019-11-15,"put",1.69
2019-11-02,286.809998,272.5,2019-11-15,"put",2.13
2019-11-02,286.809998,275,2019-11-15,"put",2.55
2019-11-02,286.809998,277.5,2019-11-15,"put",3.27
2019-11-02,286.809998,280,2019-11-15,"put",3.92
2019-11-02,286.809998,282.5,2019-11-15,"put",4.75
2019-11-02,286.809998,285,2019-11-15,"put",5.65
2019-11-02,286.809998,287.5,2019-11-15,"put",7.26
2019-11-02,286.809998,290,2019-11-15,"put",8.55
2019-11-02,286.809998,292.5,2019-11-15,"put",9.85
2019-11-02,286.809998,295,2019-11-15,"put",11.76
2019-11-02,286.809998,297.5,2019-11-15,"put",13.4
2019-11-02,286.809998,300,2019-11-15,"put",15.4
2019-11-02,286.809998,302.5,2019-11-15,"put",16.85
2019-11-02,286.809998,305,2019-11-15,"put",19.3
2019-11-02,286.809998,310,2019-11-15,"put",23.95
2019-11-02,286.809998,315,2019-11-15,"put",30.02
2019-11-02,286.809998,320,2019-11-15,"put",32.83
2019-11-02,286.809998,325,2019-11-15,"put",39.05
2019-11-02,286.809998,330,2019-11-15,"put",59.2
2019-11-02,286.809998,335,2019-11-15,"put",64.4
2019-11-02,286.809998,340,2019-11-15,"put",48
2019-11-02,286.809998,345,2019-11-15,"put",77.9
2019-11-02,286.809998,350,2019-11-15,"put",64.7
2019-11-02,286.809998,355,2019-11-15,"put",81.63
2019-11-02,286.809998,360,2019-11-15,"put",81.63
2019-11-02,286.809998,365,2019-11-15,"put",91.61
2019-11-02,286.809998,370,2019-11-15,"put",99.05
2019-11-02,286.809998,375,2019-11-15,"put",89.9
2019-11-02,286.809998,380,2019-11-15,"put",94.5
2019-11-02,286.809998,385,2019-11-15,"put",117.75
2019-11-02,286.809998,390,2019-11-15,"put",95.08
2019-11-02,286.809998,395,2019-11-15,"put",68.56
2019-11-02,286.809998,410,2019-11-15,"put",107.07
2019-11-02,286.809998,420,2019-11-15,"put",123.55
2019-11-02,286.809998,435,2019-11-15,"put",160.8
2019-11-02,286.809998,440,2019-11-15,"put",140.1
2019-11-02,286.809998,470,2019-11-15,"put",183.8
2019-11-02,286.809998,155,2019-11-22,"call",118.35
2019-11-02,286.809998,175,2019-11-22,"call",100.05
2019-11-02,286.809998,210,2019-11-22,"call",82.45
2019-11-02,286.809998,215,2019-11-22,"call",53.8
2019-11-02,286.809998,220,2019-11-22,"call",49
2019-11-02,286.809998,225,2019-11-22,"call",46.45
2019-11-02,286.809998,230,2019-11-22,"call",59.43
2019-11-02,286.809998,240,2019-11-22,"call",50
2019-11-02,286.809998,242.5,2019-11-22,"call",32.1
2019-11-02,286.809998,245,2019-11-22,"call",36.3
2019-11-02,286.809998,250,2019-11-22,"call",42.9
2019-11-02,286.809998,252.5,2019-11-22,"call",38.2
2019-11-02,286.809998,255,2019-11-22,"call",21.5
2019-11-02,286.809998,260,2019-11-22,"call",31.3
2019-11-02,286.809998,262.5,2019-11-22,"call",22.1
2019-11-02,286.809998,265,2019-11-22,"call",22.84
2019-11-02,286.809998,267.5,2019-11-22,"call",22.65
2019-11-02,286.809998,270,2019-11-22,"call",19.52
2019-11-02,286.809998,272.5,2019-11-22,"call",17.07
2019-11-02,286.809998,275,2019-11-22,"call",14.45
2019-11-02,286.809998,277.5,2019-11-22,"call",14.69
2019-11-02,286.809998,280,2019-11-22,"call",12.35
2019-11-02,286.809998,282.5,2019-11-22,"call",11.29
2019-11-02,286.809998,285,2019-11-22,"call",9.4
2019-11-02,286.809998,287.5,2019-11-22,"call",7.85
2019-11-02,286.809998,290,2019-11-22,"call",6.6
2019-11-02,286.809998,292.5,2019-11-22,"call",4.7
2019-11-02,286.809998,295,2019-11-22,"call",4.66
2019-11-02,286.809998,297.5,2019-11-22,"call",4.08
2019-11-02,286.809998,300,2019-11-22,"call",3.17
2019-11-02,286.809998,302.5,2019-11-22,"call",2.45
2019-11-02,286.809998,305,2019-11-22,"call",2.22
2019-11-02,286.809998,307.5,2019-11-22,"call",1.42
2019-11-02,286.809998,310,2019-11-22,"call",1.62
2019-11-02,286.809998,315,2019-11-22,"call",0.89
2019-11-02,286.809998,320,2019-11-22,"call",0.68
2019-11-02,286.809998,325,2019-11-22,"call",0.44
2019-11-02,286.809998,330,2019-11-22,"call",0.32
2019-11-02,286.809998,335,2019-11-22,"call",0.4
2019-11-02,286.809998,340,2019-11-22,"call",0.15
2019-11-02,286.809998,345,2019-11-22,"call",0.23
2019-11-02,286.809998,350,2019-11-22,"call",0.09
2019-11-02,286.809998,355,2019-11-22,"call",0.08
2019-11-02,286.809998,360,2019-11-22,"call",0.17
2019-11-02,286.809998,365,2019-11-22,"call",0.1
2019-11-02,286.809998,370,2019-11-22,"call",0.03
2019-11-02,286.809998,375,2019-11-22,"call",0.05
2019-11-02,286.809998,380,2019-11-22,"call",0.16
2019-11-02,286.809998,385,2019-11-22,"call",0.1
2019-11-02,286.809998,390,2019-11-22,"call",0.12
2019-11-02,286.809998,395,2019-11-22,"call",0.47
2019-11-02,286.809998,400,2019-11-22,"call",0.03
2019-11-02,286.809998,405,2019-11-22,"call",0.33
2019-11-02,286.809998,155,2019-11-22,"put",0.06
2019-11-02,286.809998,160,2019-11-22,"put",0.06
2019-11-02,286.809998,165,2019-11-22,"put",0.05
2019-11-02,286.809998,175,2019-11-22,"put",0.11
2019-11-02,286.809998,180,2019-11-22,"put",0.11
2019-11-02,286.809998,185,2019-11-22,"put",0.27
2019-11-02,286.809998,190,2019-11-22,"put",0.25
2019-11-02,286.809998,195,2019-11-22,"put",0.1
2019-11-02,286.809998,200,2019-11-22,"put",0.15
2019-11-02,286.809998,205,2019-11-22,"put",0.17
2019-11-02,286.809998,210,2019-11-22,"put",0.18
2019-11-02,286.809998,215,2019-11-22,"put",0.28
2019-11-02,286.809998,220,2019-11-22,"put",0.26
2019-11-02,286.809998,225,2019-11-22,"put",0.32
2019-11-02,286.809998,230,2019-11-22,"put",0.36
2019-11-02,286.809998,235,2019-11-22,"put",0.41
2019-11-02,286.809998,240,2019-11-22,"put",0.48
2019-11-02,286.809998,242.5,2019-11-22,"put",0.53
2019-11-02,286.809998,245,2019-11-22,"put",0.67
2019-11-02,286.809998,247.5,2019-11-22,"put",0.68
2019-11-02,286.809998,250,2019-11-22,"put",0.76
2019-11-02,286.809998,252.5,2019-11-22,"put",0.91
2019-11-02,286.809998,255,2019-11-22,"put",1.04
2019-11-02,286.809998,257.5,2019-11-22,"put",1.25
2019-11-02,286.809998,260,2019-11-22,"put",1.57
2019-11-02,286.809998,262.5,2019-11-22,"put",1.85
2019-11-02,286.809998,265,2019-11-22,"put",2
2019-11-02,286.809998,267.5,2019-11-22,"put",2.45
2019-11-02,286.809998,270,2019-11-22,"put",2.71
2019-11-02,286.809998,272.5,2019-11-22,"put",3.3
2019-11-02,286.809998,275,2019-11-22,"put",3.92
2019-11-02,286.809998,277.5,2019-11-22,"put",4.7
2019-11-02,286.809998,280,2019-11-22,"put",5.31
2019-11-02,286.809998,282.5,2019-11-22,"put",6.5
2019-11-02,286.809998,285,2019-11-22,"put",7.56
2019-11-02,286.809998,287.5,2019-11-22,"put",8.58
2019-11-02,286.809998,290,2019-11-22,"put",9.9
2019-11-02,286.809998,292.5,2019-11-22,"put",11.2
2019-11-02,286.809998,295,2019-11-22,"put",12.84
2019-11-02,286.809998,297.5,2019-11-22,"put",15.8
2019-11-02,286.809998,300,2019-11-22,"put",16.6
2019-11-02,286.809998,302.5,2019-11-22,"put",17.45
2019-11-02,286.809998,305,2019-11-22,"put",20
2019-11-02,286.809998,307.5,2019-11-22,"put",18.7
2019-11-02,286.809998,310,2019-11-22,"put",24.63
2019-11-02,286.809998,315,2019-11-22,"put",29.5
2019-11-02,286.809998,320,2019-11-22,"put",46.03
2019-11-02,286.809998,325,2019-11-22,"put",37.55
2019-11-02,286.809998,330,2019-11-22,"put",42.4
2019-11-02,286.809998,335,2019-11-22,"put",54.9
2019-11-02,286.809998,345,2019-11-22,"put",62.41
2019-11-02,286.809998,365,2019-11-22,"put",62.73
2019-11-02,286.809998,370,2019-11-22,"put",67.63
2019-11-02,286.809998,375,2019-11-22,"put",89.15
2019-11-02,286.809998,395,2019-11-22,"put",94.72
2019-11-02,286.809998,210,2019-11-29,"call",79.35
2019-11-02,286.809998,220,2019-11-29,"call",67.62
2019-11-02,286.809998,230,2019-11-29,"call",62.27
2019-11-02,286.809998,235,2019-11-29,"call",37.95
2019-11-02,286.809998,240,2019-11-29,"call",37.87
2019-11-02,286.809998,242.5,2019-11-29,"call",31.35
2019-11-02,286.809998,245,2019-11-29,"call",38.42
2019-11-02,286.809998,247.5,2019-11-29,"call",48.36
2019-11-02,286.809998,250,2019-11-29,"call",44
2019-11-02,286.809998,252.5,2019-11-29,"call",27.85
2019-11-02,286.809998,255,2019-11-29,"call",35.86
2019-11-02,286.809998,257.5,2019-11-29,"call",35.82
2019-11-02,286.809998,260,2019-11-29,"call",23.48
2019-11-02,286.809998,262.5,2019-11-29,"call",29.25
2019-11-02,286.809998,265,2019-11-29,"call",18.6
2019-11-02,286.809998,267.5,2019-11-29,"call",23.05
2019-11-02,286.809998,270,2019-11-29,"call",21.18
2019-11-02,286.809998,272.5,2019-11-29,"call",22.08
2019-11-02,286.809998,275,2019-11-29,"call",16.78
2019-11-02,286.809998,277.5,2019-11-29,"call",15.04
2019-11-02,286.809998,280,2019-11-29,"call",13.2
2019-11-02,286.809998,282.5,2019-11-29,"call",12.1
2019-11-02,286.809998,285,2019-11-29,"call",10.43
2019-11-02,286.809998,287.5,2019-11-29,"call",9
2019-11-02,286.809998,290,2019-11-29,"call",7.65
2019-11-02,286.809998,292.5,2019-11-29,"call",6.95
2019-11-02,286.809998,295,2019-11-29,"call",5.73
2019-11-02,286.809998,297.5,2019-11-29,"call",5.1
2019-11-02,286.809998,300,2019-11-29,"call",4.05
2019-11-02,286.809998,302.5,2019-11-29,"call",3.75
2019-11-02,286.809998,305,2019-11-29,"call",2.85
2019-11-02,286.809998,307.5,2019-11-29,"call",2.2
2019-11-02,286.809998,310,2019-11-29,"call",1.85
2019-11-02,286.809998,312.5,2019-11-29,"call",1.59
2019-11-02,286.809998,315,2019-11-29,"call",1.39
2019-11-02,286.809998,320,2019-11-29,"call",0.91
2019-11-02,286.809998,325,2019-11-29,"call",0.63
2019-11-02,286.809998,330,2019-11-29,"call",0.52
2019-11-02,286.809998,335,2019-11-29,"call",0.37
2019-11-02,286.809998,340,2019-11-29,"call",0.28
2019-11-02,286.809998,345,2019-11-29,"call",0.19
2019-11-02,286.809998,350,2019-11-29,"call",0.17
2019-11-02,286.809998,355,2019-11-29,"call",0.24
2019-11-02,286.809998,360,2019-11-29,"call",0.17
2019-11-02,286.809998,365,2019-11-29,"call",0.09
2019-11-02,286.809998,370,2019-11-29,"call",0.1
2019-11-02,286.809998,375,2019-11-29,"call",0.03
2019-11-02,286.809998,380,2019-11-29,"call",0.07
2019-11-02,286.809998,385,2019-11-29,"call",0.08
2019-11-02,286.809998,395,2019-11-29,"call",0.64
2019-11-02,286.809998,400,2019-11-29,"call",0.1
2019-11-02,286.809998,415,2019-11-29,"call",0.31
2019-11-02,286.809998,425,2019-11-29,"call",0.06
2019-11-02,286.809998,160,2019-11-29,"put",0.02
2019-11-02,286.809998,170,2019-11-29,"put",0.13
2019-11-02,286.809998,175,2019-11-29,"put",0.23
2019-11-02,286.809998,180,2019-11-29,"put",0.24
2019-11-02,286.809998,185,2019-11-29,"put",0.18
2019-11-02,286.809998,190,2019-11-29,"put",0.21
2019-11-02,286.809998,195,2019-11-29,"put",0.45
2019-11-02,286.809998,200,2019-11-29,"put",0.13
2019-11-02,286.809998,205,2019-11-29,"put",0.21
2019-11-02,286.809998,210,2019-11-29,"put",0.19
2019-11-02,286.809998,215,2019-11-29,"put",0.2
2019-11-02,286.809998,220,2019-11-29,"put",0.34
2019-11-02,286.809998,225,2019-11-29,"put",0.43
2019-11-02,286.809998,230,2019-11-29,"put",0.43
2019-11-02,286.809998,235,2019-11-29,"put",0.5
2019-11-02,286.809998,240,2019-11-29,"put",0.66
2019-11-02,286.809998,242.5,2019-11-29,"put",0.76
2019-11-02,286.809998,245,2019-11-29,"put",0.87
2019-11-02,286.809998,247.5,2019-11-29,"put",1
2019-11-02,286.809998,250,2019-11-29,"put",1.05
2019-11-02,286.809998,252.5,2019-11-29,"put",1.28
2019-11-02,286.809998,255,2019-11-29,"put",1.37
2019-11-02,286.809998,257.5,2019-11-29,"put",1.58
2019-11-02,286.809998,260,2019-11-29,"put",1.93
2019-11-02,286.809998,262.5,2019-11-29,"put",2.23
2019-11-02,286.809998,265,2019-11-29,"put",2.57
2019-11-02,286.809998,267.5,2019-11-29,"put",3
2019-11-02,286.809998,270,2019-11-29,"put",3.4
2019-11-02,286.809998,272.5,2019-11-29,"put",4.1
2019-11-02,286.809998,275,2019-11-29,"put",4.7
2019-11-02,286.809998,277.5,2019-11-29,"put",5.58
2019-11-02,286.809998,280,2019-11-29,"put",6.4
2019-11-02,286.809998,282.5,2019-11-29,"put",7.34
2019-11-02,286.809998,285,2019-11-29,"put",8.8
2019-11-02,286.809998,287.5,2019-11-29,"put",9.6
2019-11-02,286.809998,290,2019-11-29,"put",10.81
2019-11-02,286.809998,292.5,2019-11-29,"put",12.01
2019-11-02,286.809998,295,2019-11-29,"put",14.66
2019-11-02,286.809998,297.5,2019-11-29,"put",14.48
2019-11-02,286.809998,300,2019-11-29,"put",17.05
2019-11-02,286.809998,302.5,2019-11-29,"put",15.82
2019-11-02,286.809998,305,2019-11-29,"put",24.03
2019-11-02,286.809998,307.5,2019-11-29,"put",19.15
2019-11-02,286.809998,310,2019-11-29,"put",40.21
2019-11-02,286.809998,315,2019-11-29,"put",45
2019-11-02,286.809998,320,2019-11-29,"put",34.05
2019-11-02,286.809998,325,2019-11-29,"put",50.8
2019-11-02,286.809998,330,2019-11-29,"put",44.55
2019-11-02,286.809998,335,2019-11-29,"put",41.1
2019-11-02,286.809998,345,2019-11-29,"put",72.71
2019-11-02,286.809998,350,2019-11-29,"put",82.1
2019-11-02,286.809998,355,2019-11-29,"put",71.86
2019-11-02,286.809998,360,2019-11-29,"put",81.1
2019-11-02,286.809998,200,2019-12-06,"call",92.15
2019-11-02,286.809998,250,2019-12-06,"call",37.65
2019-11-02,286.809998,260,2019-12-06,"call",26.17
2019-11-02,286.809998,262.5,2019-12-06,"call",22.85
2019-11-02,286.809998,265,2019-12-06,"call",26.82
2019-11-02,286.809998,270,2019-12-06,"call",24.21
2019-11-02,286.809998,272.5,2019-12-06,"call",20.77
2019-11-02,286.809998,275,2019-12-06,"call",17.74
2019-11-02,286.809998,277.5,2019-12-06,"call",16.83
2019-11-02,286.809998,280,2019-12-06,"call",13.29
2019-11-02,286.809998,282.5,2019-12-06,"call",13.26
2019-11-02,286.809998,285,2019-12-06,"call",11.77
2019-11-02,286.809998,287.5,2019-12-06,"call",10.6
2019-11-02,286.809998,290,2019-12-06,"call",9.2
2019-11-02,286.809998,292.5,2019-12-06,"call",8.14
2019-11-02,286.809998,295,2019-12-06,"call",7.1
2019-11-02,286.809998,297.5,2019-12-06,"call",6.35
2019-11-02,286.809998,300,2019-12-06,"call",5.3
2019-11-02,286.809998,305,2019-12-06,"call",3.45
